"product.id","key","value"
91,"color","brightnavy/red"
91,"color","navy/neongreen"
92,"color","black"
92,"color","blueshadow"
92,"color","greysky"
93,"color","paradiseblue"
94,"color","blackwaveprint"
95,"color","black"
96,"color","blue"
97,"color","black/red"
98,"color","black/blue"
99,"color","black/multi"
1,"color","navy"
10,"color","navy/black"
100,"color","bluemulti"
11,"color","sunsetpalmtrees"
12,"color","black"
13,"color","navy/lightbluestripe"
14,"color","navy"
15,"color","blue"
16,"color","white/black"
17,"color","purple/bluemulti"
18,"color","black"
19,"color","grey"
2,"color","black"
20,"color","black"
21,"color","grey"
22,"color","blue"
23,"color","black"
24,"color","grey"
25,"color","black"
26,"color","blue/redmulti"
27,"color","black/white"
28,"color","bluemulti"
29,"color","brickredpaisley"
3,"color","navy"
30,"color","black"
30,"color","bluepulse"
30,"color","brightyellowflash"
30,"color","greyheather"
30,"color","paradiseblue"
30,"color","white"
30,"color","wildpink"
31,"color","burgundy"
31,"color","heathergrey"
32,"color","black"
32,"color","blueshadow"
32,"color","greysky"
33,"color","black"
33,"color","dressblues"
33,"color","turbulencegrey"
34,"color","cobaltwater"
34,"color","white"
35,"color","cruisenavy/red"
35,"color","neviswhite/cruisenavy"
35,"color","red/nevis"
36,"color","black"
36,"color","black/black"
36,"color","black/neonyellow"
37,"color","blackcolorblock"
37,"color","dressbluescolorblock"
37,"color","turbulencecolorblock"
38,"color","blue"
38,"color","brightblue"
38,"color","red"
39,"color","black"
39,"color","bluepulse"
39,"color","brightyellowflash"
39,"color","chaosblackprint"
39,"color","greyheather"
39,"color","inclinestripeamora"
39,"color","paradiseblue"
39,"color","white"
39,"color","wildpink"
4,"color","orange"
40,"color","black"
40,"color","darkmidnight"
40,"color","iceblue/rapturestripe"
40,"color","mink"
40,"color","white"
41,"color","brilliantblue"
41,"color","dressblues"
41,"color","turbulence"
42,"color","black"
42,"color","brilliantblue"
42,"color","turbulence"
43,"color","blue"
44,"color","bluedolphin"
45,"color","estateblue"
45,"color","white"
46,"color","black"
47,"color","amplifiedblue"
48,"color","black"
49,"color","black"
5,"color","black"
50,"color","cruisenavypaisley"
51,"color","black"
52,"color","charcoal"
52,"color","mediumblue"
53,"color","navy"
54,"color","red"
55,"color","casperblue/starferrystripe"
55,"color","prussian/orangerougestripe"
55,"color","tuscan/hunterstripe"
56,"color","amorarebelstripe"
56,"color","pink"
56,"color","rebelneon"
57,"color","amorarebelstripe"
57,"color","orangerouge"
57,"color","paradiseblue"
57,"color","paradise/blackstripe"
57,"color","pink"
57,"color","rebelblackstripe"
57,"color","rebelneon"
58,"color","marrakesh"
58,"color","skullheads"
58,"color","splash"
59,"color","dressblues"
59,"color","grape"
59,"color","imperialblue"
59,"color","palmgreen"
59,"color","revolutionred"
6,"color","grey"
60,"color","blacksurfstripe"
60,"color","bluecloudsurfstripe"
60,"color","whitesurfstripe"
62,"color","blue"
62,"color","green"
63,"color","darkblue"
63,"color","white"
64,"color","black"
64,"color","blue"
64,"color","grey"
64,"color","red"
65,"color","amplifiedblue"
65,"color","bluepulse"
65,"color","paradiseblue"
65,"color","regalred"
65,"color","tigerwing"
66,"color","black"
66,"color","dressblues"
67,"color","black"
67,"color","white"
68,"color","dressblues"
68,"color","turbulencegrey"
68,"color","white"
69,"color","cruisenavymauibluestripe"
69,"color","elmwoodgreencamo"
69,"color","franklinred/metallicgold"
69,"color","pacificroyalgeocamo"
69,"color","pacificroyal/metallicgold"
69,"color","redgeocamo"
7,"color","red"
70,"color","black/fuchsia"
71,"color","black/white"
72,"color","black"
73,"color","aqua/fuchsia"
74,"color","u.s.a./brightnavy"
75,"color","royallumberjackplaid"
76,"color","heatherluckysailor"
77,"color","blackout"
78,"color","mightyblue"
79,"color","black"
79,"color","heathergrey"
79,"color","white"
8,"color","blue"
80,"color","marineblue"
80,"color","smoke"
81,"color","red"
82,"color","blackheather"
83,"color","blackstarrynight"
84,"color","bluecamo"
85,"color","skyblue"
86,"color","black"
86,"color","blue"
86,"color","grey"
86,"color","irongrey"
86,"color","navy"
86,"color","white"
87,"color","black"
87,"color","bluepulse"
87,"color","brightyellowflash"
87,"color","greyheather"
87,"color","paradiseblue"
87,"color","white"
87,"color","wildpink"
88,"color","black/white"
88,"color","camodarkorange"
88,"color","camosailornavy"
89,"color","amplifiedblue"
89,"color","bluepulse"
89,"color","paradiseblue"
89,"color","tigerwing"
9,"color","navy"
90,"color","black"
90,"color","brightcamo"
91,"color","imperialblue"
92,"color","oceandepths"
93,"color","rebelblackstripe"
94,"color","ultramarine"
95,"color","blacksurfstripe"
96,"color","red"
97,"color","grey"
98,"color","orange"
99,"color","black/white"
1,"color","black/green"
10,"color","lakeblue"
100,"color","blueshadow"
101,"color","openblue"
102,"color","blue"
103,"color","stop"
104,"color","white"
105,"color","coralplaid"
106,"color","hunterombre"
107,"color","cobaltstripe"
107,"color","heatherblanketstripe"
108,"color","black/forest"
11,"color","clarkplaid"
11,"color","daviesplaid"
110,"color","charcoal"
111,"color","black"
111,"color","blueshadow"
112,"color","marinerstripe"
113,"color","darkolivecombo"
114,"color","black"
115,"color","realtree/black"
116,"color","black"
117,"color","black"
12,"color","black"
13,"color","bluebindingstripe"
13,"color","blueheatherstripe"
13,"color","brightnavyhiker"
13,"color","brightstripe"
13,"color","outbackstripe"
13,"color","redbindingstripe"
13,"color","tonalnavyhikerstripe"
14,"color","black"
15,"color","grey"
16,"color","green"
17,"color","red"
18,"color","black"
18,"color","dressblues"
18,"color","turbulencegrey"
18,"color","ultramarine"
19,"color","black"
2,"color","yellow/natural"
20,"color","brown"
21,"color","black"
22,"color","navy"
23,"color","amplifiedblue"
24,"color","dressbluesstripe"
24,"color","skybluestripe"
25,"color","dressbluescolorblock"
25,"color","turbulencecolorblock"
26,"color","black"
27,"color","mediumblue"
27,"color","mediumgreen"
28,"color","brightred"
29,"color","black"
29,"color","problue"
3,"color","army"
3,"color","blue"
30,"color","black/white"
30,"color","camodarkorange"
30,"color","camosailornavy"
31,"color","imperialblue"
32,"color","oceandepths"
33,"color","rebelblackstripe"
34,"color","army"
34,"color","blue"
35,"color","red"
36,"color","red"
37,"color","black"
37,"color","dressblues"
37,"color","turbulencegrey"
37,"color","ultramarine"
38,"color","dressbluesstripe"
38,"color","skybluestripe"
39,"color","black"
39,"color","problue"
4,"color","artisansgold"
4,"color","cobalt"
4,"color","hautered"
40,"color","estateblue"
40,"color","white"
41,"color","navy"
42,"color","black"
42,"color","blackwaveprint"
43,"color","green"
44,"color","honestred"
44,"color","mightyblue"
45,"color","clarkplaid"
45,"color","daviesplaid"
46,"color","black"
47,"color","brightred"
48,"color","royal"
49,"color","amplifiedblue"
5,"color","blueshadow"
5,"color","white"
50,"color","verdegreen"
51,"color","black"
52,"color","black/neonpink"
53,"color","tidehikerstripe"
54,"color","skyblue"
55,"color","blueshadow"
55,"color","mayablue"
55,"color","white"
56,"color","darkgrey"
57,"color","black"
58,"color","ink"
58,"color","lagoon"
59,"color","black"
59,"color","blueshadow"
59,"color","mayablue"
59,"color","white"
6,"color","blackdot"
60,"color","casperblue/starferrystripe"
60,"color","tuscan/hunterstripe"
61,"color","black"
61,"color","black/white"
61,"color","camodarkorange"
61,"color","camogreen"
62,"color","blackwhite"
63,"color","bluepulse"
63,"color","paradiseblue"
63,"color","regalred"
64,"color","black"
65,"color","black"
66,"color","navyblue"
67,"color","mykonosblue"
68,"color","blueshadow"
69,"color","black"
7,"color","black"
7,"color","darkgray"
7,"color","lightgrey"
70,"color","redlumberjackplaid"
71,"color","blue"
71,"color","white"
72,"color","black"
73,"color","orangejubilee"
74,"color","cyberyellow"
74,"color","riskred"
75,"color","curfew"
75,"color","stop"
76,"color","black"
77,"color","black/grey"
78,"color","navy"
78,"color","red"
79,"color","gunmetalgrey"
8,"color","purplegradientstripe"
80,"color","cyberyellow"
80,"color","riskred"
81,"color","natural/black"
82,"color","grey"
82,"color","mykonosblue"
83,"color","yellow/blackombre"
84,"color","black/cobalt"
84,"color","black/orange"
85,"color","grey"
86,"color","gold"
87,"color","black/steel/white"
88,"color","honestred"
89,"color","cyberyellow"
89,"color","riskred"
9,"color","black/electricblue"
90,"color","black/whitestripe"
91,"color","orange"
92,"color","tuscan"
93,"color","navy"
94,"color","darkblue"
94,"color","mediumblue"
95,"color","franklinred"
95,"color","pacificroyal"
95,"color","squirepurple"
96,"color","white"
97,"color","tuscan"
98,"color","dimensionplaidskyview"
99,"color","white"
1,"material","spandex"
1,"material","lycra"
10,"material","polyester"
10,"material","elastane"
100,"material","spandex"
100,"material","viscose"
11,"material","nylon"
11,"material","elastane"
12,"material","polyester"
12,"material","elastane"
13,"material","polyester"
13,"material","spandex"
13,"material","microfiber"
14,"material","cotton"
14,"material","cotton"
14,"material","spandex"
15,"material","cotton"
15,"material","cotton"
15,"material","spandex"
15,"material","mesh"
16,"material","polyester"
16,"material","elastane"
17,"material","cotton"
17,"material","cotton"
18,"material","nylon"
18,"material","elastane"
19,"material","polyester"
19,"material","spandex"
2,"material","spandex"
2,"material","elastic"
2,"material","elastic"
20,"material","polyester"
20,"material","spandex"
20,"material","fabric"
21,"material","polyester"
21,"material","spandex"
21,"material","fabric"
22,"material","polyester"
22,"material","spandex"
22,"material","fabric"
23,"material","spandex"
23,"material","viscose"
24,"material","nylon"
24,"material","elastane"
25,"material","polyester"
25,"material","elastane"
26,"material","polyester"
26,"material","spandex"
26,"material","fabric"
27,"material","polyester"
27,"material","spandex"
27,"material","fabric"
28,"material","cotton"
28,"material","cotton"
28,"material","spandex"
29,"material","polyester"
29,"material","spandex"
29,"material","fabric"
3,"material","spandex"
3,"material","viscose"
3,"material","mesh"
30,"material","polyester"
30,"material","spandex"
30,"material","fabric"
31,"material","polyester"
31,"material","spandex"
31,"material","fabric"
32,"material","polyester"
32,"material","spandex"
32,"material","fabric"
33,"material","polyester"
33,"material","spandex"
33,"material","fabric"
35,"material","spandex"
35,"material","viscose"
36,"material","spandex"
36,"material","viscose"
37,"material","cotton"
37,"material","cotton"
37,"material","spandex"
38,"material","cotton"
38,"material","cotton"
38,"material","spandex"
39,"material","polyester"
39,"material","spandex"
39,"material","microfiber"
4,"material","nylon"
4,"material","elastane"
40,"material","spandex"
40,"material","fabric"
41,"material","nylon"
41,"material","elastane"
42,"material","nylon"
42,"material","elastane"
42,"material","elastic"
43,"material","cotton"
43,"material","elastic"
44,"material","nylon"
44,"material","elastane"
45,"material","cotton"
45,"material","elastic"
46,"material","polyester"
46,"material","spandex"
47,"material","silk"
47,"material","silk"
47,"material","elastic"
47,"material","jacquard"
48,"material","cotton"
48,"material","cotton"
49,"material","polyester"
49,"material","elastane"
5,"material","silk"
5,"material","spandex"
5,"material","fabric"
50,"material","nylon"
50,"material","elastane"
51,"material","cotton"
51,"material","cotton"
51,"material","spandex"
52,"material","cotton"
52,"material","cotton"
52,"material","spandex"
53,"material","cotton"
53,"material","cotton"
53,"material","spandex"
54,"material","cotton"
54,"material","cotton"
55,"material","elastane"
56,"material","polyester"
56,"material","spandex"
57,"material","polyester"
57,"material","spandex"
57,"material","microfiber"
58,"material","cotton"
58,"material","cotton"
58,"material","spandex"
59,"material","spandex"
59,"material","fabric"
6,"material","nylon"
6,"material","microfiber"
6,"material","elastane"
6,"material","elastic"
6,"material","fabric"
60,"material","polyester"
60,"material","spandex"
60,"material","knit"
61,"material","silk"
61,"material","spandex"
61,"material","microfiber"
62,"material","elastane"
63,"material","spandex"
63,"material","elastic"
64,"material","nylon"
64,"material","microfiber"
64,"material","elastane"
65,"material","spandex"
65,"material","fabric"
66,"material","spandex"
66,"material","fabric"
67,"material","spandex"
67,"material","fabric"
68,"material","nylon"
68,"material","microfiber"
68,"material","elastane"
69,"material","cotton"
69,"material","spandex"
7,"material","polyester"
7,"material","spandex"
70,"material","spandex"
70,"material","elastic"
70,"material","knit"
71,"material","cotton"
71,"material","cotton"
71,"material","cotton"
71,"material","spandex"
72,"material","polyester"
72,"material","nylon"
72,"material","elastane"
72,"material","fabric"
73,"material","cotton"
73,"material","cotton"
73,"material","elastane"
74,"material","cotton"
74,"material","cotton"
74,"material","elastane"
75,"material","cotton"
75,"material","cotton"
75,"material","spandex"
75,"material","elastic"
76,"material","nylon"
76,"material","elastane"
77,"material","cotton"
77,"material","cotton"
77,"material","spandex"
78,"material","cotton"
78,"material","cotton"
78,"material","spandex"
79,"material","cotton"
79,"material","cotton"
79,"material","elastane"
8,"material","cotton"
8,"material","cotton"
8,"material","cotton"
80,"material","cotton"
80,"material","cotton"
80,"material","cotton"
80,"material","spandex"
81,"material","spandex"
81,"material","spandex"
81,"material","elastic"
81,"material","elastic"
82,"material","spandex"
82,"material","nylon"
82,"material","elastic"
82,"material","elastic"
82,"material","fabric"
83,"material","polyester"
83,"material","spandex"
83,"material","nylon"
83,"material","mesh"
84,"material","elastane"
85,"material","elastane"
86,"material","nylon"
86,"material","microfiber"
86,"material","elastane"
87,"material","spandex"
87,"material","fabric"
88,"material","nylon"
88,"material","elastane"
89,"material","cotton"
89,"material","cotton"
89,"material","spandex"
9,"material","elastane"
9,"material","elastic"
9,"material","lycra"
90,"material","cotton"
90,"material","cotton"
90,"material","spandex"
91,"material","spandex"
91,"material","nylon"
91,"material","mesh"
91,"material","mesh"
92,"material","spandex"
92,"material","nylon"
92,"material","lycra"
93,"material","nylon"
93,"material","elastane"
94,"material","polyester"
94,"material","spandex"
95,"material","polyester"
95,"material","spandex"
96,"material","polyester"
96,"material","spandex"
97,"material","cotton"
97,"material","cotton"
97,"material","spandex"
98,"material","cotton"
98,"material","spandex"
98,"material","fabric"
99,"material","cotton"
99,"material","spandex"
99,"material","fabric"
1,"material","cotton"
1,"material","cotton"
1,"material","spandex"
10,"material","cotton"
10,"material","cotton"
10,"material","combed"
10,"material","knit"
100,"material","polyester"
100,"material","spandex"
100,"material","fabric"
11,"material","polyester"
11,"material","spandex"
12,"material","polyester"
12,"material","spandex"
12,"material","fabric"
13,"material","elastane"
14,"material","elastane"
15,"material","cotton"
15,"material","elastane"
15,"material","elastic"
16,"material","cotton"
16,"material","spandex"
16,"material","fabric"
17,"material","polyester"
17,"material","spandex"
17,"material","elastic"
17,"material","fabric"
18,"material","spandex"
18,"material","elastic"
19,"material","cotton"
19,"material","elastane"
19,"material","elastic"
19,"material","knit"
2,"material","cotton"
2,"material","cotton"
2,"material","spandex"
20,"material","spandex"
20,"material","elastic"
21,"material","spandex"
21,"material","elastic"
22,"material","cotton"
22,"material","elastane"
22,"material","elastic"
23,"material","spandex"
23,"material","fabric"
24,"material","spandex"
24,"material","elastic"
25,"material","spandex"
25,"material","elastic"
25,"material","elastic"
26,"material","polyester"
26,"material","spandex"
26,"material","fabric"
27,"material","polyester"
27,"material","spandex"
28,"material","polyester"
28,"material","spandex"
28,"material","fabric"
29,"material","spandex"
29,"material","mesh"
3,"material","cotton"
3,"material","cotton"
30,"material","cotton"
30,"material","cotton"
30,"material","elastane"
31,"material","spandex"
31,"material","viscose"
32,"material","nylon"
32,"material","microfiber"
32,"material","elastane"
33,"material","spandex"
33,"material","nylon"
33,"material","mesh"
34,"material","polyester"
34,"material","microfiber"
34,"material","elastane"
34,"material","fabric"
35,"material","cotton"
35,"material","cotton"
36,"material","polyester"
36,"material","spandex"
37,"material","cotton"
37,"material","cotton"
37,"material","cotton"
37,"material","spandex"
38,"material","cotton"
38,"material","cotton"
38,"material","elastane"
39,"material","cotton"
39,"material","cotton"
39,"material","elastane"
4,"material","elastane"
40,"material","nylon"
40,"material","microfiber"
40,"material","elastane"
40,"material","elastic"
40,"material","fabric"
41,"material","spandex"
41,"material","nylon"
41,"material","mesh"
42,"material","spandex"
42,"material","nylon"
42,"material","mesh"
43,"material","cotton"
43,"material","elastane"
44,"material","cotton"
44,"material","cotton"
44,"material","cotton"
44,"material","spandex"
45,"material","cotton"
45,"material","cotton"
45,"material","elastic"
46,"material","cotton"
46,"material","cotton"
46,"material","elastane"
47,"material","spandex"
48,"material","polyester"
48,"material","spandex"
49,"material","spandex"
49,"material","nylon"
5,"material","cotton"
5,"material","cotton"
5,"material","spandex"
50,"material","cotton"
50,"material","cotton"
50,"material","spandex"
51,"material","cotton"
51,"material","cotton"
51,"material","elastane"
52,"material","polyester"
52,"material","elastane"
53,"material","spandex"
53,"material","knit"
54,"material","spandex"
54,"material","nylon"
55,"material","polyester"
55,"material","elastane"
56,"material","nylon"
56,"material","elastane"
57,"material","nylon"
57,"material","elastane"
58,"material","cotton"
58,"material","cotton"
58,"material","spandex"
59,"material","spandex"
6,"material","cotton"
6,"material","cotton"
6,"material","combed"
6,"material","knit"
60,"material","cotton"
60,"material","cotton"
60,"material","cotton"
60,"material","spandex"
62,"material","cotton"
62,"material","cotton"
62,"material","elastane"
63,"material","elastane"
64,"material","cotton"
64,"material","cotton"
64,"material","spandex"
65,"material","nylon"
65,"material","elastane"
66,"material","silk"
66,"material","spandex"
66,"material","fabric"
67,"material","nylon"
67,"material","elastane"
68,"material","silk"
68,"material","spandex"
68,"material","fabric"
69,"material","cotton"
69,"material","cotton"
69,"material","spandex"
7,"material","elastane"
70,"material","polyester"
70,"material","spandex"
70,"material","fabric"
71,"material","polyester"
71,"material","spandex"
71,"material","fabric"
72,"material","polyester"
72,"material","spandex"
72,"material","fabric"
73,"material","polyester"
73,"material","spandex"
73,"material","fabric"
74,"material","spandex"
74,"material","viscose"
74,"material","elastic"
75,"material","spandex"
75,"material","viscose"
75,"material","elastic"
76,"material","spandex"
76,"material","viscose"
76,"material","elastic"
77,"material","polyester"
77,"material","spandex"
77,"material","nylon"
78,"material","cotton"
78,"material","cotton"
78,"material","cotton"
78,"material","spandex"
79,"material","cotton"
79,"material","cotton"
79,"material","elastane"
80,"material","cotton"
80,"material","cotton"
80,"material","elastane"
81,"material","cotton"
81,"material","cotton"
81,"material","spandex"
82,"material","cotton"
82,"material","cotton"
82,"material","spandex"
83,"material","spandex"
84,"material","spandex"
84,"material","viscose"
85,"material","charmeuse"
85,"material","silk"
85,"material","silk"
86,"material","cotton"
86,"material","cotton"
86,"material","cotton"
86,"material","spandex"
87,"material","cotton"
87,"material","cotton"
87,"material","elastane"
88,"material","cotton"
89,"material","nylon"
89,"material","elastane"
9,"material","elastane"
90,"material","spandex"
90,"material","viscose"
90,"material","mesh"
91,"material","spandex"
91,"material","fabric"
92,"material","spandex"
92,"material","nylon"
93,"material","nylon"
93,"material","microfiber"
93,"material","elastane"
93,"material","elastic"
93,"material","fabric"
94,"material","cotton"
94,"material","cotton"
94,"material","cotton"
94,"material","spandex"
95,"material","cotton"
95,"material","cotton"
95,"material","cotton"
95,"material","spandex"
96,"material","polyester"
96,"material","spandex"
97,"material","cotton"
97,"material","elastane"
97,"material","elastic"
97,"material","elastic"
97,"material","knit"
98,"material","spandex"
98,"material","fabric"
99,"material","polyester"
99,"material","spandex"
99,"material","elastic"
99,"material","fabric"
1,"material","cotton"
1,"material","cotton"
1,"material","spandex"
10,"material","spandex"
10,"material","nylon"
10,"material","mesh"
100,"material","silk"
100,"material","elastane"
100,"material","elastic"
101,"material","cotton"
101,"material","cotton"
101,"material","elastane"
102,"material","cotton"
102,"material","cotton"
102,"material","elastane"
102,"material","elastic"
103,"material","spandex"
103,"material","nylon"
103,"material","mesh"
104,"material","spandex"
104,"material","nylon"
104,"material","lycra"
104,"material","fabric"
105,"material","cotton"
105,"material","elastic"
105,"material","woven"
106,"material","polyester"
106,"material","spandex"
106,"material","nylon"
106,"material","mesh"
107,"material","cotton"
107,"material","cotton"
107,"material","spandex"
108,"material","polyester"
108,"material","spandex"
108,"material","fabric"
11,"material","cotton"
11,"material","cotton"
11,"material","spandex"
11,"material","elastic"
11,"material","elastic"
11,"material","woven"
110,"material","cotton"
110,"material","cotton"
110,"material","elastic"
111,"material","nylon"
111,"material","elastane"
111,"material","fabric"
112,"material","spandex"
112,"material","viscose"
112,"material","mesh"
113,"material","spandex"
113,"material","viscose"
113,"material","mesh"
113,"material","fabric"
114,"material","spandex"
114,"material","viscose"
114,"material","mesh"
114,"material","fabric"
114,"material","fabric"
115,"material","spandex"
115,"material","viscose"
115,"material","mesh"
115,"material","fabric"
115,"material","fabric"
116,"material","silk"
116,"material","silk"
117,"material","cotton"
117,"material","cotton"
117,"material","elastic"
12,"material","elastane"
12,"material","fabric"
13,"material","spandex"
13,"material","viscose"
13,"material","elastic"
14,"material","cotton"
14,"material","elastane"
14,"material","elastic"
15,"material","cotton"
15,"material","elastane"
15,"material","elastic"
16,"material","spandex"
16,"material","elastic"
17,"material","cotton"
17,"material","elastane"
17,"material","elastic"
18,"material","cotton"
18,"material","cotton"
18,"material","cotton"
18,"material","spandex"
19,"material","spandex"
2,"material","polyester"
2,"material","spandex"
2,"material","fabric"
20,"material","polyester"
20,"material","spandex"
20,"material","fabric"
21,"material","silk"
21,"material","elastane"
21,"material","elastic"
22,"material","silk"
22,"material","silk"
23,"material","spandex"
24,"material","spandex"
24,"material","fabric"
25,"material","cotton"
25,"material","cotton"
26,"material","spandex"
26,"material","fabric"
27,"material","cotton"
27,"material","elastane"
28,"material","cotton"
28,"material","cotton"
28,"material","elastane"
29,"material","cotton"
29,"material","cotton"
29,"material","spandex"
3,"material","spandex"
3,"material","fabric"
30,"material","cotton"
31,"material","spandex"
31,"material","fabric"
32,"material","spandex"
32,"material","nylon"
33,"material","nylon"
33,"material","microfiber"
33,"material","elastane"
33,"material","elastic"
33,"material","fabric"
34,"material","spandex"
34,"material","fabric"
35,"material","spandex"
35,"material","fabric"
36,"material","cotton"
36,"material","elastane"
36,"material","elastic"
37,"material","cotton"
37,"material","cotton"
37,"material","cotton"
37,"material","spandex"
38,"material","spandex"
38,"material","fabric"
39,"material","cotton"
39,"material","cotton"
39,"material","spandex"
4,"material","spandex"
4,"material","nylon"
4,"material","nylon"
4,"material","mesh"
40,"material","cotton"
40,"material","cotton"
41,"material","silk"
41,"material","silk"
42,"material","polyester"
42,"material","spandex"
42,"material","microfiber"
43,"material","spandex"
43,"material","elastic"
44,"material","cotton"
44,"material","cotton"
44,"material","spandex"
45,"material","cotton"
45,"material","cotton"
45,"material","spandex"
45,"material","elastic"
45,"material","elastic"
45,"material","woven"
46,"material","spandex"
46,"material","fabric"
47,"material","cotton"
47,"material","cotton"
47,"material","elastane"
48,"material","spandex"
48,"material","fabric"
49,"material","spandex"
5,"material","nylon"
5,"material","elastane"
50,"material","cotton"
50,"material","cotton"
50,"material","spandex"
51,"material","elastane"
51,"material","fabric"
52,"material","polyester"
52,"material","spandex"
53,"material","spandex"
53,"material","viscose"
53,"material","mesh"
53,"material","fabric"
54,"material","charmeuse"
54,"material","silk"
54,"material","silk"
55,"material","microfiber"
56,"material","cotton"
56,"material","cotton"
56,"material","polyamide"
56,"material","elastane"
57,"material","spandex"
58,"material","nylon"
58,"material","microfiber"
58,"material","elastane"
59,"material","microfiber"
6,"material","silk"
6,"material","spandex"
6,"material","microfiber"
60,"material","polyester"
60,"material","elastane"
61,"material","cotton"
62,"material","cotton"
62,"material","cotton"
62,"material","spandex"
63,"material","nylon"
63,"material","elastane"
64,"material","spandex"
64,"material","fabric"
65,"material","cotton"
65,"material","cotton"
65,"material","spandex"
65,"material","mesh"
66,"material","cotton"
66,"material","cotton"
66,"material","elastane"
67,"material","cotton"
67,"material","cotton"
67,"material","cotton"
67,"material","spandex"
68,"material","silk"
68,"material","elastane"
68,"material","elastic"
69,"material","cotton"
69,"material","cotton"
69,"material","spandex"
69,"material","mesh"
7,"material","cotton"
7,"material","cotton"
7,"material","spandex"
7,"material","elastic"
70,"material","spandex"
70,"material","viscose"
70,"material","mesh"
71,"material","elastane"
72,"material","silk"
72,"material","elastane"
72,"material","elastic"
73,"material","spandex"
74,"material","polyester"
74,"material","elastane"
75,"material","spandex"
75,"material","nylon"
75,"material","lycra"
75,"material","mesh"
76,"material","cotton"
76,"material","spandex"
77,"material","cotton"
77,"material","cotton"
77,"material","spandex"
78,"material","spandex"
78,"material","fabric"
79,"material","cotton"
79,"material","cotton"
79,"material","spandex"
8,"material","spandex"
8,"material","viscose"
80,"material","polyester"
80,"material","elastane"
81,"material","polyester"
81,"material","spandex"
81,"material","fabric"
82,"material","cotton"
82,"material","cotton"
82,"material","cotton"
82,"material","spandex"
83,"material","polyester"
83,"material","spandex"
83,"material","fabric"
84,"material","spandex"
84,"material","nylon"
84,"material","mesh"
85,"material","nylon"
85,"material","elastane"
85,"material","elastic"
86,"material","polyester"
86,"material","spandex"
87,"material","spandex"
87,"material","viscose"
87,"material","knit"
88,"material","cotton"
88,"material","cotton"
88,"material","cotton"
88,"material","spandex"
89,"material","polyester"
89,"material","microfiber"
89,"material","elastane"
89,"material","fabric"
9,"material","spandex"
9,"material","nylon"
9,"material","fabric"
90,"material","cotton"
90,"material","elastic"
91,"material","cotton"
91,"material","cotton"
91,"material","elastane"
92,"material","elastane"
92,"material","elastic"
92,"material","lycra"
93,"material","spandex"
94,"material","polyester"
94,"material","elastane"
95,"material","cotton"
95,"material","elastic"
96,"material","spandex"
96,"material","nylon"
96,"material","lycra"
96,"material","mesh"
97,"material","spandex"
97,"material","lycra"
98,"material","microfiber"
99,"material","spandex"
99,"material","spandex"
99,"material","nylon"
99,"material","nylon"
99,"material","mesh"
1,"price.original","28.00"
10,"price.original","30.00"
100,"price.original","31.95"
11,"price.original","24.00"
12,"price.original","34.00"
13,"price.original","26.00"
14,"price.original","24.00"
15,"price.original","26.95"
16,"price.original","26.00"
17,"price.original","28.00"
18,"price.original","30.00"
19,"price.original","30.00"
2,"price.original","24.00"
20,"price.original","26.00"
21,"price.original","30.00"
22,"price.original","30.00"
23,"price.original","33.95"
24,"price.original","30.00"
25,"price.original","25.00"
26,"price.original","25.00"
27,"price.original","25.00"
28,"price.original","25.00"
29,"price.original","25.00"
3,"price.original","31.95"
30,"price.original","25.00"
31,"price.original","25.00"
32,"price.original","25.00"
33,"price.original","25.00"
34,"price.original","26.00"
35,"price.original","31.95"
36,"price.original","31.95"
37,"price.original","25.00"
38,"price.original","25.00"
39,"price.original","26.00"
4,"price.original","28.00"
40,"price.original","26.00"
41,"price.original","26.00"
42,"price.original","36.00"
43,"price.original","28.00"
44,"price.original","32.00"
45,"price.original","28.00"
46,"price.original","25.00"
47,"price.original","50.00"
48,"price.original","28.00"
49,"price.original","36.00"
5,"price.original","34.00"
50,"price.original","32.00"
51,"price.original","31.95"
52,"price.original","29.50"
53,"price.original","24.00"
54,"price.original","28.00"
55,"price.original","29.00"
56,"price.original","25.00"
57,"price.original","30.00"
58,"price.original","19.50"
59,"price.original","34.00"
6,"price.original","28.00"
60,"price.original","28.00"
61,"price.original","30.00"
62,"price.original","29.00"
63,"price.original","28.00"
64,"price.original","28.00"
65,"price.original","35.00"
66,"price.original","34.00"
67,"price.original","30.00"
68,"price.original","28.00"
69,"price.original","24.00"
7,"price.original","26.00"
70,"price.original","28.00"
71,"price.original","29.00"
72,"price.original","34.00"
73,"price.original","27.00"
74,"price.original","34.00"
75,"price.original","23.50"
76,"price.original","30.00"
77,"price.original","38.00"
78,"price.original","35.00"
79,"price.original","26.00"
8,"price.original","15.00"
80,"price.original","34.00"
81,"price.original","28.50"
82,"price.original","28.50"
83,"price.original","32.95"
84,"price.original","29.00"
85,"price.original","27.00"
86,"price.original","30.00"
87,"price.original","28.00"
88,"price.original","32.00"
89,"price.original","30.00"
9,"price.original","28.00"
90,"price.original","24.00"
91,"price.original","39.95"
92,"price.original","36.00"
93,"price.original","30.00"
94,"price.original","26.00"
95,"price.original","25.00"
96,"price.original","25.00"
97,"price.original","25.00"
98,"price.original","25.00"
99,"price.original","25.00"
1,"price.original","25.00"
10,"price.original","25.00"
100,"price.original","25.00"
11,"price.original","26.00"
12,"price.original","32.95"
13,"price.original","29.00"
